id,title,score,rank,year
https://dblp.org/rec/conf/pldi/FeserCD15,Synthesizing data structure transformations from input-output examples.,0.0006005669291718527,106.0,2015
https://dblp.org/rec/conf/popl/PierceT98,Local Type Inference.,0.0006002074519532988,107.0,1998
https://dblp.org/rec/conf/pldi/CallahanCK90,Improving Register Allocation for Subscripted Variables.,0.0005979549777670558,108.0,1990
https://dblp.org/rec/conf/pldi/FlanaganQ03,A type and effect system for atomicity.,0.0005931933399531452,109.0,2003
https://dblp.org/rec/conf/popl/Flanagan06,Hybrid type checking.,0.0005914368893001467,110.0,2006
https://dblp.org/rec/conf/pldi/SrivastavaE94,ATOM - A System for Building Customized Program Analysis Tools.,0.0005906860194047594,111.0,1994
https://dblp.org/rec/conf/pldi/FlanaganF09,FastTrack: efficient and precise dynamic race detection.,0.0005856859605012972,112.0,2009
https://dblp.org/rec/conf/oopsla/LiangB98,Dynamics Class Loading in the Java Virtual Machine.,0.0005844845316484406,113.0,1998
https://dblp.org/rec/conf/popl/SarkarSNORBMA09,The semantics of x86-CC multiprocessor machine code.,0.0005837733169717418,114.0,2009
https://dblp.org/rec/conf/popl/HeintzeR98,The SLam Calculus: Programming with Secrecy and Integrity.,0.0005813872016840963,115.0,1998
https://dblp.org/rec/conf/popl/JungSSSTBD15,Iris: Monoids and Invariants as an Orthogonal Basis for Concurrent Reasoning.,0.0005806398249244062,116.0,2015
https://dblp.org/rec/conf/pldi/ChambersU89,"Customization: Optimizing Compiler Technology for SELF, A Dynamically-Typed Object-Oriented Programming Language.",0.0005803716411039605,117.0,1989
https://dblp.org/rec/conf/popl/BurckhardtGYZ14,"Replicated data types: specification, verification, optimality.",0.0005779283740946048,118.0,2014
https://dblp.org/rec/conf/pldi/WilcoxWPTWEA15,Verdi: a framework for implementing and formally verifying distributed systems.,0.0005713819810596051,119.0,2015
https://dblp.org/rec/conf/oopsla/Snyder86,Encapsulation and Inheritance in Object-Oriented Programming Languages.,0.0005711292946073715,120.0,1986
https://dblp.org/rec/conf/popl/OHearnYR04,Separation and information hiding.,0.0005698907339149138,121.0,2004
https://dblp.org/rec/conf/pldi/LiblitAZJ03,Bug isolation via remote program sampling.,0.00056824027397279,122.0,2003
https://dblp.org/rec/conf/oopsla/MadsenM89,Virtual Classes: A Powerful Mechanism in Object-Oriented Programming.,0.0005680945574770179,123.0,1989
https://dblp.org/rec/conf/oopsla/ClarkePN98,Ownership Types for Flexible Alias Protection.,0.0005661904092712899,124.0,1998
https://dblp.org/rec/conf/pldi/Ragan-KelleyBAPDA13,"Halide: a language and compiler for optimizing parallelism, locality, and recomputation in image processing pipelines.",0.0005646478876614827,125.0,2013
https://dblp.org/rec/conf/pldi/CookPR06,Termination proofs for systems code.,0.0005608964067735897,126.0,2006
https://dblp.org/rec/conf/popl/DemersWHBBS90,Combining Generational and Conservative Garbage Collection: Framework and Implementations.,0.0005601150133091652,127.0,1990
https://dblp.org/rec/conf/pldi/WilsonL95,Efficient Context-Sensitive Pointer Analysis for C Programs.,0.0005599307918812765,128.0,1995
https://dblp.org/rec/conf/icfp/BenzakenCF03,CDuce: an XML-centric general-purpose language.,0.0005587631825634673,129.0,2003
https://dblp.org/rec/conf/popl/FlanaganG05,Dynamic partial-order reduction for model checking software.,0.0005566806195827356,130.0,2005
https://dblp.org/rec/conf/pldi/Solar-LezamaATBSS07,Sketching stencils.,0.0005559486183820001,131.0,2007
https://dblp.org/rec/conf/pldi/GrossmanMJHWC02,Region-Based Memory Management in Cyclone.,0.0005551044382752667,132.0,2002
https://dblp.org/rec/conf/popl/FournetG96,The Reflexive CHAM and the Join-Calculus.,0.0005495503778024596,133.0,1996
https://dblp.org/rec/conf/pldi/PettisH90,Profile Guided Code Positioning.,0.000546902074901547,134.0,1990
https://dblp.org/rec/conf/pldi/ChilimbiHL99,Cache-Conscious Structure Layout.,0.0005464266309249143,135.0,1999
https://dblp.org/rec/conf/pldi/LaunchburyJ94,Lazy Functional State Threads.,0.0005451391801617488,136.0,1994
https://dblp.org/rec/conf/oopsla/AgesenFM97,Adding Type Parameterization to the Java Language.,0.0005446772748555359,137.0,1997
https://dblp.org/rec/conf/pldi/AppelEL88,Real-Time Concurrent Collection on Stock Multiprocessors.,0.0005434536818543906,138.0,1988
https://dblp.org/rec/conf/pldi/ChoiLLOSS02,Efficient and Precise Datarace Detection for Multithreaded Object-Oriented Programs.,0.0005425721731039873,139.0,2002
https://dblp.org/rec/conf/popl/JaffarL87,Constraint Logic Programming.,0.0005375808598982691,140.0,1987
https://dblp.org/rec/conf/pldi/MusuvathiQ07,Iterative context bounding for systematic testing of multithreaded programs.,0.0005333887641032953,141.0,2007
https://dblp.org/rec/conf/pldi/SarkarSAMW11,Understanding POWER multiprocessors.,0.0005330816995077225,142.0,2011
https://dblp.org/rec/conf/pldi/KulkarniPWRBC07,Optimistic parallelism requires abstractions.,0.0005316991936549937,143.0,2007
https://dblp.org/rec/conf/pldi/FosterTA02,Flow-Sensitive Type Qualifiers.,0.0005309974347425557,144.0,2002
https://dblp.org/rec/conf/pldi/ArnoldR01,A Framework for Reducing the Cost of Instrumented Code.,0.0005275458022283431,145.0,2001
https://dblp.org/rec/conf/icfp/Flatt02,Composable and compilable macros: : you want it when?,0.0005261665816795236,146.0,2002
https://dblp.org/rec/conf/popl/CraryWM99,Typed Memory Management in a Calculus of Capabilities.,0.0005248195529555642,147.0,1999
https://dblp.org/rec/conf/popl/Banning79,An Efficient Way to Find Side Effects of Procedure Calls and Aliases of Variables.,0.0005245390967479049,148.0,1979
https://dblp.org/rec/conf/popl/AbadiBHR99,A Core Calculus of Dependency.,0.000523983265677308,149.0,1999
https://dblp.org/rec/conf/popl/Benton04,Simple relational correctness proofs for static analyses and program transformations.,0.0005218099008806926,150.0,2004
https://dblp.org/rec/conf/pldi/HallemCXE02,"A System and Language for Building System-Specific, Static Analyses.",0.0005212857590574365,151.0,2002
https://dblp.org/rec/conf/pldi/BaconKMS98,Thin Locks: Featherweight Synchronization for Java.,0.0005196410342557698,152.0,1998
https://dblp.org/rec/conf/icfp/HuIT96,Deriving Structural Hylomorphisms From Recursive Definitions.,0.0005165346489422657,153.0,1996
https://dblp.org/rec/conf/icfp/CouttsLS07,Stream fusion: from lists to streams to nothing at all.,0.0005152777426648905,154.0,2007
https://dblp.org/rec/conf/pldi/GulwaniJTV11,Synthesis of loop-free programs.,0.0005145896979354145,155.0,2011
https://dblp.org/rec/conf/popl/CookHC90,Inheritance Is Not Subtyping.,0.000512905963301607,156.0,1990
https://dblp.org/rec/conf/pldi/FosterFA99,A Theory of Type Qualifiers.,0.0005124033262658896,157.0,1999
https://dblp.org/rec/conf/oopsla/IgarashiPW99,Featherwieght Java: A Minimal Core Calculus for Java and GJ.,0.0005104311855422253,158.0,1999
https://dblp.org/rec/conf/oopsla/PraunG01,Object Race Detection.,0.0005064829650358329,159.0,2001
https://dblp.org/rec/conf/icfp/CraryWM98,Intensional Polymorphism in Type-Erasure Semantics.,0.0005053052627526673,160.0,1998
https://dblp.org/rec/conf/oopsla/AlpernABCHLNMSS99,Implementing Jalapeño in Java.,0.0005038373582812405,161.0,1999
https://dblp.org/rec/conf/pldi/PetersonJ93,Implementing Type Classes.,0.0005035987569453937,162.0,1993
https://dblp.org/rec/conf/oopsla/AgesenDGKRW99,An Efficient Meta-Lock for Implementing Ubiquitous Synchronization.,0.0005011518197956902,163.0,1999
https://dblp.org/rec/conf/oopsla/Leino98,Data Groups: Specifying the Modification of Extended State.,0.000500715235968707,164.0,1998
https://dblp.org/rec/conf/popl/Danvy96,Type-Directed Partial Evaluation.,0.0004994588073402248,165.0,1996
https://dblp.org/rec/conf/pldi/RaychevVY14,Code completion with statistical language models.,0.0004981110050887586,166.0,2014
https://dblp.org/rec/conf/pldi/Shivers88,Control-Flow Analysis in Scheme.,0.0004976833977987925,167.0,1988
https://dblp.org/rec/conf/pldi/Lam88,Software Pipelining: An Effective Scheduling Technique for VLIW Machines.,0.0004976785266700636,168.0,1988
https://dblp.org/rec/conf/pldi/GreenLRSV13,Quipper: a scalable quantum programming language.,0.0004934009238493446,169.0,2013
https://dblp.org/rec/conf/oopsla/CaudillW86,A Third Generation Smalltalk-80 Implementation.,0.0004921386299701121,170.0,1986
https://dblp.org/rec/conf/popl/ChaudhuriGL10,Continuity analysis of programs.,0.0004920844942472932,171.0,2010
https://dblp.org/rec/conf/pldi/HolzleU94,Optimizing Dynamically-Dispatched Calls with Run-Time Type Feedback.,0.0004908686454083019,172.0,1994
https://dblp.org/rec/conf/oopsla/MaessenAS00,Improving the Java memory model using CRF.,0.0004905885943628014,173.0,2000
https://dblp.org/rec/conf/pldi/LeG14,FlashExtract: a framework for data extraction by examples.,0.0004903509474163611,174.0,2014
https://dblp.org/rec/conf/popl/SmithV98,Secure Information Flow in a Multi-Threaded Imperative Language.,0.0004892836223245275,175.0,1998
https://dblp.org/rec/conf/oopsla/Hogg91,Islands: Aliasing Protection in Object-Oriented Languages.,0.00048695476393829977,176.0,1991
https://dblp.org/rec/conf/oopsla/ChambersUL89,An Efficient Implementation of SELF - a Dynamically-Typed Object-Oriented Language Based on Prototypes.,0.00048548510704137394,177.0,1989
https://dblp.org/rec/conf/popl/AhmedDR09,State-dependent representation independence.,0.00048466754555540954,178.0,2009
https://dblp.org/rec/conf/popl/AikenWL94,Soft Typing with Conditional Types.,0.0004813248681436834,179.0,1994
https://dblp.org/rec/conf/popl/FlanaganF04,Atomizer: a dynamic atomicity checker for multithreaded programs.,0.0004805580927396336,180.0,2004
https://dblp.org/rec/conf/popl/MinamideMH96,Typed Closure Conversion.,0.00047911308626362757,181.0,1996
https://dblp.org/rec/conf/pldi/Frigo99,A Fast Fourier Transform Compiler.,0.00047838939865117275,182.0,1999
https://dblp.org/rec/conf/icfp/Ford02,"Packrat parsing: : simple, powerful, lazy, linear time, functional pearl.",0.0004769183565017824,183.0,2002
https://dblp.org/rec/conf/oopsla/Meyer86,Genericity versus Inheritance.,0.000472939861912818,184.0,1986
https://dblp.org/rec/conf/pldi/AnselCWOZEA09,PetaBricks: a language and compiler for algorithmic choice.,0.00047193703600212334,185.0,2009
https://dblp.org/rec/conf/icfp/SchrijversJCS08,Type checking with open type functions.,0.000471235589418233,186.0,2008
https://dblp.org/rec/conf/pldi/TorlakB14,A lightweight symbolic virtual machine for solver-aided host languages.,0.00047056847054821117,187.0,2014
https://dblp.org/rec/conf/icfp/VisserBT98,Building Program Optimizers with Rewriting Strategies.,0.0004700970589717227,188.0,1998
https://dblp.org/rec/conf/popl/Aponte93,Extending Record Typing to Type Parametric Modules with Sharing.,0.0004684664581940702,189.0,1993
https://dblp.org/rec/conf/popl/LewisLMS00,Implicit Parameters: Dynamic Scoping with Static Types.,0.00046543769699690054,190.0,2000
https://dblp.org/rec/conf/pldi/GodefroidKL08,Grammar-based whitebox fuzzing.,0.00046539234427114113,191.0,2008
https://dblp.org/rec/conf/pldi/CartwrightF91,Soft Typing.,0.000465350839055347,192.0,1991
https://dblp.org/rec/conf/pldi/LandiR92,A Safe Approximate Algorithm for Interprocedural Pointer Aliasing.,0.00046365478409866943,193.0,1992
https://dblp.org/rec/conf/popl/DoligezL93,"A Concurrent, Generational Garbage Collector for a Multithreaded Implementation of ML.",0.0004635278518426277,194.0,1993
https://dblp.org/rec/conf/popl/AlpernWZ88,Detecting Equality of Variables in Programs.,0.00046126057571326765,195.0,1988
https://dblp.org/rec/conf/pldi/Boehm93,Space Efficient Conservative Garbage Collection.,0.00046027604116819106,196.0,1993
https://dblp.org/rec/conf/popl/Remy89,Typechecking Records and Variants in a Natural Extension of ML.,0.0004600675578059604,197.0,1989
https://dblp.org/rec/conf/icfp/ChakravartyKJ05,Associated type synonyms.,0.0004583710193241517,198.0,2005
https://dblp.org/rec/conf/popl/FisherMW06,The next 700 data description languages.,0.0004580203289272867,199.0,2006
https://dblp.org/rec/conf/pldi/FahndrichD02,Adoption and Focus: Practical Linear Types for Imperative Programming.,0.00045656331319052104,200.0,2002
https://dblp.org/rec/conf/pldi/HolzleCU92,Debugging Optimized Code with Dynamic Deoptimization.,0.0004564396620973998,201.0,1992
https://dblp.org/rec/conf/oopsla/BaconS96,Fast Static Analysis of C++ Virtual Function Calls.,0.00045581398044620253,202.0,1996
https://dblp.org/rec/conf/oopsla/LaLondeTP86,An Exemplar Based Smalltalk.,0.0004544319765167288,203.0,1986
https://dblp.org/rec/conf/oopsla/ChambersU91,Making Pure Object-Oriented Languages Practical.,0.0004537631370340489,204.0,1991
https://dblp.org/rec/conf/pldi/GayA98,Memory Management with Explicit Regions.,0.0004531735906551154,205.0,1998
https://dblp.org/rec/conf/icfp/ReedP10,Distance makes the types grow stronger: a calculus for differential privacy.,0.000452447595389375,206.0,2010
https://dblp.org/rec/conf/pldi/Das00,Unification-based pointer analysis with directional assignments.,0.0004523637584621479,207.0,2000
https://dblp.org/rec/conf/popl/Leroy92,Unboxed Objects and Polymorphic Typing.,0.00045009225940256055,208.0,1992
https://dblp.org/rec/conf/popl/RuggieriM88,Lifetime Analysis of Dynamically Allocated Objects.,0.00044818837140506987,209.0,1988
https://dblp.org/rec/conf/pldi/BilardiP96,Generalized Dominance and Control Dependence.,0.000445057089634768,210.0,1996
https://dblp.org/rec/conf/oopsla/MartinLL05,Finding application errors and security flaws using PQL: a program query language.,0.0004446721885552335,211.0,2005
https://dblp.org/rec/conf/pldi/EmamiGH94,Context-Sensitive Interprocedural Points-to Analysis in the Presence of Function Pointers.,0.00044404332431691374,212.0,1994
https://dblp.org/rec/conf/pldi/Danvy87,Memory allocation and higher-order functions.,0.0004432645716009872,213.0,1987
https://dblp.org/rec/conf/oopsla/Jacobson87,Object Oriented Development in an Industrial Environment.,0.00044296864825667736,214.0,1987
https://dblp.org/rec/conf/oopsla/Blanchet99,Escape Analysis for Object-Oriented Languages: Application to Java.,0.0004423042815616416,215.0,1999
https://dblp.org/rec/conf/pldi/Boehm05,Threads cannot be implemented as a library.,0.00044226930123186575,216.0,2005
https://dblp.org/rec/conf/popl/AndersonFGJKSW14,NetkAT: semantic foundations for networks.,0.0004417620470376906,217.0,2014
https://dblp.org/rec/conf/icfp/VazouSJVJ14,Refinement types for Haskell.,0.0004405617552362439,218.0,2014
https://dblp.org/rec/conf/popl/AriolaFMOW95,The Call-by-Need Lambda Calculus.,0.00043993882878081293,219.0,1995
https://dblp.org/rec/conf/pldi/Chlipala11,Mostly-automated verification of low-level programs in computational separation logic.,0.0004388545039557128,220.0,2011
https://dblp.org/rec/conf/popl/FlanaganQ02,Predicate abstraction for software verification.,0.0004362838856751834,221.0,2002
https://dblp.org/rec/conf/popl/AllenKPW83,Conversion of Control Dependence to Data Dependence.,0.00043622573919754,222.0,1983
https://dblp.org/rec/conf/oopsla/PolozovG15,FlashMeta: a framework for inductive program synthesis.,0.00043598861439728863,223.0,2015
